Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,MA50,MA200,EMA12,EMA26,MACD,Signal_Line,RSI
2020-04-13 00:00:00+05:30,30.312967524758573,30.312967524758573,28.928595051125225,29.931072235107422,16584216,0.0,0.0,,,,29.931072235107422,29.931072235107422,0.0,0.0,
2020-04-15 00:00:00+05:30,30.122020068192594,31.124495467722,29.215018949813718,29.6923885345459,22095245,0.0,0.0,,,,29.89435166579026,29.913391960991753,-0.019040295201492086,-0.0038080590402984173,
2020-04-16 00:00:00+05:30,29.692387555126057,30.074282846110684,29.16727993662935,29.644649505615234,19994392,0.0,0.0,,,,29.85593594884026,29.893485112445344,-0.03754916360508531,-0.010556279953255797,
2020-04-17 00:00:00+05:30,30.790335836118683,31.267705383965485,29.59691196650168,30.360702514648438,28207182,0.0,0.0,,,,29.93359234357998,29.928093808904833,0.005498534675147937,-0.00734531702757505,
2020-04-20 00:00:00+05:30,30.647125785697373,32.36565919891029,29.978809461806225,31.36318016052246,41209050,0.0,0.0,,,,30.1535289308019,30.034396501617252,0.11913242918464917,0.017950232214869796,
2020-04-21 00:00:00+05:30,30.83807444529087,30.88581067535591,29.549178023330334,29.6923885345459,21855708,0.0,0.0,,,,30.082584254454822,30.009062578130486,0.07352167632433648,0.029064521036763134,
2020-04-22 00:00:00+05:30,29.596914253395372,29.835599045761466,28.83312364623206,29.6923885345459,18792906,0.0,0.0,,,,30.0225541436996,29.985605241568663,0.03694890213093771,0.03064139725559805,
2020-04-23 00:00:00+05:30,30.074283799775838,30.312968591837553,29.59691421565241,29.78786277770996,19387746,0.0,0.0,,,,29.986447779701194,29.9709576516532,0.015490128047993323,0.027611143414077107,
2020-04-24 00:00:00+05:30,29.310493754017568,29.692389064414243,28.785386108829215,28.8331241607666,14350195,0.0,0.0,,,,29.80901337678818,29.886673689365306,-0.07766031257712669,0.006556852215836349,
2020-04-27 00:00:00+05:30,29.024071504444272,29.50144110754704,28.928597219619615,29.358230590820312,11950694,0.0,0.0,,,,29.73966217894697,29.847529756139753,-0.10786757719278484,-0.016328033665887892,
2020-04-28 00:00:00+05:30,29.40596465245122,29.931072269721653,29.31049219569331,29.83559799194336,11779908,0.0,0.0,,,,29.754421534792566,29.846645921754835,-0.09222438696226831,-0.03150730432516398,
2020-04-29 00:00:00+05:30,29.88333273483751,31.029020369184757,29.692386009793164,30.838071823120117,18718847,0.0,0.0,,,,29.92113696376604,29.920084877411522,0.0010520863545160353,-0.024995426189227978,
2020-04-30 00:00:00+05:30,31.219968915249396,32.174708003532004,30.647123277055478,30.838071823120117,31458387,0.0,0.0,,,,30.062203865205127,29.988083910426973,0.0741199547781548,-0.005172349995751422,
2020-05-04 00:00:00+05:30,29.501439497409073,29.692388056636744,28.54670034331156,28.785385131835938,21840848,0.0,0.0,,,,29.86577021391756,29.898995112012823,-0.033224898095262745,-0.010782859615653687,43.47825426068134
2020-05-05 00:00:00+05:30,29.11954379095982,29.358228576131623,27.735171308555213,27.87838363647461,19121106,0.0,0.0,,,,29.56001843277249,29.74932018789888,-0.18930175512639025,-0.046486638717801,39.408860498887734
2020-05-06 00:00:00+05:30,27.87838448993749,28.260279793699553,27.210066342588537,28.021595001220703,18005225,0.0,0.0,,,,29.323337904841445,29.62134054444124,-0.2980026395997939,-0.09678983889419959,41.29352581109993
2020-05-07 00:00:00+05:30,27.830647201832868,28.880860681736475,27.59196240281025,28.355754852294922,14824828,0.0,0.0,,,,29.174478973680444,29.527593456134106,-0.3531144824536625,-0.14805476760609218,43.4782717794677
2020-05-08 00:00:00+05:30,28.498963713717213,28.833122777161815,27.735171308555213,27.87838363647461,14357669,0.0,0.0,,,,28.975079691033393,29.40542976578896,-0.43035007475556597,-0.20451382903598697,37.12872129243481
2020-05-11 00:00:00+05:30,28.069330515360495,28.164804794120915,27.40101420607834,27.49648666381836,16324765,0.0,0.0,,,,28.74760384069262,29.264026573050394,-0.5164227323577748,-0.26689560970034454,28.5714164911835
2020-05-12 00:00:00+05:30,27.210065769632433,27.878383902908762,26.637221915541353,27.40101432800293,21778045,0.0,0.0,29.28423662185669,,,28.540436223355744,29.126025666009838,-0.5855894426540935,-0.3306343762910944,34.61537279425626
2020-05-13 00:00:00+05:30,28.928596379914193,29.59691453326712,28.117069535011954,29.21501922607422,38941451,0.0,0.0,29.248433971405028,,,28.644218223773972,29.132617781570165,-0.4883995577961926,-0.36218741259211407,47.422680624696596
2020-05-14 00:00:00+05:30,28.785386565236628,29.167281881688456,27.782911131923015,27.973857879638672,22669889,0.0,0.0,29.162507438659667,,,28.541085863137774,29.046783714760423,-0.5056978516226494,-0.3908895003982211,41.284397616385235
2020-05-15 00:00:00+05:30,27.97385623660007,28.26027907288134,27.305539927317916,27.49648666381836,18837162,0.0,0.0,29.055099296569825,,,28.38037829401171,28.93194689617212,-0.5515686021604118,-0.4230253207506593,43.2692158081219
2020-05-18 00:00:00+05:30,27.591960799528234,27.63969884917115,25.53927201141313,26.11211585998535,28519760,0.0,0.0,28.84266996383667,,,28.031414842623036,28.72307052312125,-0.691655680498215,-0.4767513927001704,34.95574055651505
2020-05-19 00:00:00+05:30,26.35080006312981,26.494010566854683,25.300586667446815,25.396060943603516,25287021,0.0,0.0,28.544314002990724,,,27.625975781235418,28.4766253690829,-0.8506495878474816,-0.5515310317296327,29.870129420864814
2020-05-20 00:00:00+05:30,25.396060943603516,25.682481951053262,25.109638115133414,25.396060943603516,17209079,0.0,0.0,28.329497623443604,,,27.28291196006128,28.24843541163998,-0.9655234515787008,-0.6343295156994464,22.857159709071567
2020-05-21 00:00:00+05:30,25.39606072853874,26.398536067143816,25.10963790249419,25.777956008911133,26589981,0.0,0.0,28.133775997161866,,,27.05138027526895,28.06543693736377,-1.01405666209482,-0.7102749449785212,25.688084828574915
2020-05-22 00:00:00+05:30,25.49153611545144,26.39853721825833,25.205113276917352,25.443798065185547,27654790,0.0,0.0,27.916572761535644,,,26.80405993525612,27.871241465350572,-1.0671815300944516,-0.7816562620017072,30.769237524154335
2020-05-26 00:00:00+05:30,25.58700955627251,25.825694353704232,25.252852296684487,25.49153709411621,17284784,0.0,0.0,27.749493408203126,,,26.602133344311518,27.694967067481358,-1.0928337231698393,-0.8438917542353337,34.756117615902824
2020-05-27 00:00:00+05:30,25.491534763830714,26.39853581854629,25.348322441646914,26.255325317382812,27037903,0.0,0.0,27.59434814453125,,,26.548778263245563,27.58832693784443,-1.0395486745988656,-0.8830231383080401,39.54801214101675
2020-05-28 00:00:00+05:30,26.350800951510596,26.637221968616632,25.396061799796595,25.53927230834961,41838377,0.0,0.0,27.379531860351562,,,26.393469654800032,27.436545113437404,-1.0430754586373716,-0.9150336023739065,34.05404214623931
2020-05-29 00:00:00+05:30,25.443798028974125,26.112116163582098,25.157377011868093,25.53927230834961,35142537,0.0,0.0,27.114591884613038,,,26.262054678423045,27.296006387134604,-1.0339517087115588,-0.938817223641437,35.99999452040282
2020-06-01 00:00:00+05:30,26.1598520906254,28.737648498889016,25.777956798554595,27.87838363647461,72815551,0.0,0.0,26.96660747528076,,,26.510720671969437,27.33914544264127,-0.828424770671834,-0.9167387330475165,51.8518587029146
2020-06-02 00:00:00+05:30,27.973855077600234,28.35575217681934,27.305538796007454,27.926118850708008,40249766,0.0,0.0,26.923644161224367,,,26.728474237929216,27.382624954349918,-0.6541507164207019,-0.8642211297221536,52.558130459022486
2020-06-03 00:00:00+05:30,28.451226027790177,30.169757595609042,28.260279289823917,28.880859375,86251403,0.0,0.0,26.973767948150634,,,27.059610412863186,27.493605281805483,-0.4339948689422961,-0.7781758775661821,48.223343767708656
2020-06-04 00:00:00+05:30,28.594438890565794,31.124495507669053,28.35575409789336,29.596914291381836,127139095,0.0,0.0,27.052533912658692,,,27.44996485571221,27.649405949181507,-0.1994410934692965,-0.662428920746805,59.13978610115031
2020-06-05 00:00:00+05:30,30.074283345540366,32.55660368867339,29.978809065953616,32.22244644165039,96114143,0.0,0.0,27.245868492126466,,,28.184192792010393,27.988149689364388,0.196043102646005,-0.4907345160682431,71.42858378336493
